Label,Id,timeset,known,blockriccimaxmod,blockriccifinal,Degree,Weighted.Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Symbol,Full.Name,Gene_Name,Description,Gene_Family,AHD.2.0.hormone.annotations,GO.annotations,SideInfo_Update,SideInfo_Label,NodeAnno_Update,Plant.hormone.signal.transduction,Brassinosteroid.biosynthesis,Plant.pathogen.interaction,MAPK.signaling.pathway,Phosphatidylinositol.signaling.system,Basal.transcription.factors,Mismatch.repair,DNA.replication,Nucleotide.excision.repair,RNA.polymerase,Spliceosome,RNA.transport,RNA.degradation,Ribosome,Endocytosis,Protein.processing.in.endoplasmic.reticulum,Ubiquitin.mediated.proteolysis,Fructose.and.mannose.metabolism,Amino.sugar.and.nucleotide.sugar.metabolism,Biosynthesis.of.unsaturated.fatty.acids,alpha.Linolenic.acid.metabolism,Fatty.acid.degradation,Valine..leucine.and.isoleucine.degradation,Peroxisome,Cysteine.and.methionine.metabolism,Pyrimidine.metabolism,Purine.metabolism,Circadian.rhythm,Citrate.cycle,Pyruvate.metabolism,Glycolysis.Gluconeogenesis,Abscisic_acid,Auxin,Brassinosteroid,Cytokinin,Ethylene,Gibberellin,Jasmonic_acid,Salicylic_acid,Transcription_factor,Transporter,Stress,Abiotic_biotic_stimulus
AT5G46690,162,NA,0,10,91,4,4,10,0.241937,0.257909,1684.391314,0.000253,0.000253,73,0.000299,0,0.166667,1,0.016441,BETA HLH PROTEIN 71 (bHLH071),BETA HLH PROTEIN 71 (bHLH071),NA,beta HLH protein 71;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46780,2317,NA,0,26,362,1,1,11,0.180658,0.188282,0,1.00E-06,1.00E-06,15,0.000149,0,0,0,0.001194,,,NA,VQ motif-containing protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G46840,1397,NA,0,10,246,4,4,9,0.241742,0.258216,505.875718,0.000336,0.000336,73,0.000292,0,0,0,0.019625,,,NA,RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47100,259,NA,0,14,148,8,8,10,0.244333,0.264023,12598.39383,0.000107,0.000107,20,0.000753,0,0,0,0.021951,CALCINEURIN B-LIKE PROTEIN 9 (CBL9),CALCINEURIN B-LIKE PROTEIN 9 (CBL9); (ATCBL9),AtCBL9,member of AtCBLs (Calcineurin B-like Calcium Sensor Proteins. CBL9 interacts with and targets CIPK23 to the plasma membrane in vivo.,Calcineurin B-like Calcium Sensor Proteins (AtCBLs),abscisic acid,abscisic acid,abscisic acid,abscisic acid,abscisic acid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1
AT5G47200,1866,NA,0,16,283,5,5,10,0.24386,0.271011,2856.597402,0.020396,0.020396,62,0.000334,0,0.2,2,0.061775,RAB GTPASE HOMOLOG 1A (RAB1A),ARABIDOPSIS RAB GTPASE HOMOLOG D2B (ATRABD2B);RAB GTPASE HOMOLOG 1A (ATRAB1A);RAB GTPASE HOMOLOG 1A (RAB1A),NA,"AtRabD2b encodes a Rab GTPase, which plays important roles in pollen development, germination and tube elongation. The mRNA is cell-to-cell mobile.",NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47310,1226,NA,0,16,238,5,5,9,0.258619,0.278257,4519.353927,0.003353,0.003353,62,0.000335,0,0.4,4,0.035073,,,NA,PPPDE putative thiol peptidase family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47370,957,NA,0,101,228,9,9,10,0.263083,0.284993,5327.916033,0.000266,0.000266,2,0.000613,0,0.277778,10,0.03702, (HAT2), (HAT2),NA,"homeobox-leucine zipper genes induced by auxin, but not by other phytohormones.  Plays opposite roles in the shoot and root tissues in regulating auxin-mediated morphogenesis.",NA,NA,NA,auxin,auxin,auxin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47420,2475,NA,0,11,504,1,1,11,0.182825,0.19617,0,0.001348,0.001348,3,0.000138,0,0,0,0.00348,PROTEIN ASSOCIATED WITH HRD1-2 (PAWH2),PROTEIN ASSOCIATED WITH HRD1-2 (PAWH2),NA,PAWH2 along with PAWH1 is part of endoplasmic reticulum ubiquitin ligase complex with Arabidopsis HRD1 via interaction with EBS7. As such it plays a role in promoting protein degradation via the ERAD pathway.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47435,1097,NA,0,176,418,1,1,1,1,1,0,0,0,45,0.00038,36,0,0,0.000493,,,NA,encodes one of the two putative formyltetrahydrofolate deformylase. Located in the mitochondrion. Involved in photorespiratory tetrahydrofolate cycle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47520,2436,NA,0,16,315,1,1,12,0.16845,0.177224,0,0.000133,0.000133,62,0.000134,0,0,0,0.00111,RAB GTPASE HOMOLOG A5A (RABA5a),RAB GTPASE HOMOLOG A5A (RABA5a);RAB GTPASE HOMOLOG A5A (AtRABA5a),NA,RAB GTPase homolog A5A;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47590,664,NA,0,128,305,4,4,10,0.211172,0.224541,7173,0.000777,0.000777,62,0.000604,0,0,0,0.00478,,,NA,Heat shock protein HSP20/alpha crystallin family;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47700,1459,NA,0,185,463,1,1,16,0.10491,0.10752,0,0,0,19,0.000235,0,0,0,0.000557,60S ACIDIC RIBOSOMAL PROTEIN P1-3 (RPP1C),RPP1 CO-ORTHOLOGOUS GENE 3 (RPP1.3);60S ACIDIC RIBOSOMAL PROTEIN P1-3 (RPP1C),NA,Co-orthologous gene of large ribosomal subunit protein RPP1.,NA,NA,NA,Ribosome,Ribosome,Ribosome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47810,1517,NA,0,211,494,0,0,0,0,0,0,0,0,61,5.70E-05,51,0,0,0,PHOSPHOFRUCTOKINASE 2 (PFK2),PHOSPHOFRUCTOKINASE 2 (PFK2),NA,phosphofructokinase 2;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G47860,2477,NA,0,49,445,1,1,10,0.210207,0.222626,0,1.40E-05,1.40E-05,73,0.000122,0,0,0,0.003199,,,NA,Gut esterase (DUF1350);(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48230,1586,NA,0,216,505,0,0,0,0,0,0,0,0,66,5.70E-05,55,0,0,0,ACETOACETYL-COA THIOLASE 2 (ACAT2),EMBRYO DEFECTIVE 1276 (EMB1276);ACETOACETYL-COA THIOLASE 2 (AACT2);ACETOACETYL-COA THIOLASE 2 (ACAT2),NA,"Encodes an acetoacetyl-CoA thiolase that generates the bulk of the acetoacetyl-CoA precursor needed for the cytosolic localized, mevalonate-derived isoprenoids biosynthetic pathway.  Loss-of-function mutants are embryo lethal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48300,1899,NA,0,0,554,2,2,10,0.204111,0.213331,2392,1.30E-05,1.30E-05,44,0.000276,0,0,0,0.002637,ADP GLUCOSE PYROPHOSPHORYLASE  1 (ADG1),ADP GLUCOSE PYROPHOSPHORYLASE  1 (ADG1);ADP-GLUCOSE PYROPHOSPHORYLASE SMALL SUBUNIT 1 (APS1),NA,Encodes the small subunit of ADP-glucose pyrophosphorylase. The small subunit is the catalytic isoform responsible for ADP-glucose pyrophosphorylase activity. The presence of the small subunit is required for large subunit stability. Two isoforms of the small subunit (ApS1 and ApS2) have been described. ApS1 is the major small subunit isoform present in all plant tissues tested. The mRNA is cell-to-cell mobile.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48385,272,NA,0,18,73,9,9,9,0.251102,0.272374,10599.66684,0.00014,0.00014,108,0.000633,0,0.083333,3,0.02844,,,NA,FRIGIDA-like protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48500,2415,NA,0,30,107,1,1,10,0.220228,0.234961,0,4.40E-05,4.40E-05,73,0.000115,0,0,0,0.009547,,,NA,pathogenic type III effector avirulence factor Avr AvrRpt-cleavage: cleavage site protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48560,456,NA,0,97,212,1,1,11,0.168664,0.175333,0,0,0,6,0.000145,0,0,0,0.00106,CRY2-INTERACTING BHLH 2 (CIB2),CRY2-INTERACTING BHLH 2 (CIB2),NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein;(source:Araport11),NA,NA,NA,transcription factor,transcription factor,transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48650,1610,NA,0,18,379,3,3,10,0.201177,0.210791,11940,6.00E-06,6.00E-06,108,0.000344,0,0.333333,1,0.003396,GTPASE?ACTIVATING PROTEIN SH3-DOMAIN?BINDING PROTEIN LIKE (G3BP-LIKE),GTPASE?ACTIVATING PROTEIN SH3-DOMAIN?BINDING PROTEIN LIKE (G3BP-LIKE),NA,Negative regulator of defense response to Pseudomonas syringae pv. tomato through altered stomatal and apoplastic immunity.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48810,2499,NA,0,164,389,1,1,11,0.179911,0.192857,0,0.000846,0.000846,3,0.000138,0,0,0,0.002409,CYTOCHROME B5 ISOFORM D (CB5-D), (ATB5-B); (B5 #3); (CYTB5-B);CYTOCHROME B5 ISOFORM D (CB5-D);ARABIDOPSIS CYTOCHROME B5 ISOFORM D (ATCB5-D),b5 #3,Encodes a cytochrome b5 isoform that localizes to the ER. The C-terminal portion of the protein appears to be capable of inserting into a plant microsomal membrane in vitro and the protein appears to be subject to glycosylation. The mRNA is cell-to-cell mobile.,Cytochrome b5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G48930,1732,NA,0,236,530,1,1,1,1,1,0,0,0,80,0.00038,68,0,0,0.000493,HYDROXYCINNAMOYL-COA SHIKIMATE/QUINATE HYDROXYCINNAMOYL TRANSFERASE (HCT),HYDROXYCINNAMOYL-COA SHIKIMATE/QUINATE HYDROXYCINNAMOYL TRANSFERASE (HCT),NA,At5g48930 has been shown to encode for the hydroxycinnamoyl-Coenzyme A shikimate/quinate hydroxycinnamoyltransferase (HCT) both synthesizing and catabolizing the hydroxycinnamoylesters (coumaroyl/caffeoyl shikimate and quinate) involved in the phenylpropanoid pathway.  Influence on the accumulation of flavonoids which in turn inhibit auxin transport and reduce plant growth. The mRNA is cell-to-cell mobile.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49000,71,NA,0,28,48,9,9,9,0.250602,0.270395,40709.36499,0.002317,0.002317,62,0.000694,0,0.027778,1,0.026527,,,NA,Galactose oxidase/kelch repeat superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49010,1285,NA,0,14,459,2,2,10,0.201482,0.212103,340.024488,8.00E-06,8.00E-06,20,0.000213,0,0,0,0.003192,SYNTHETIC LETHALITY WITH DPB11-1 5 (SLD5),EMBRYO DEFECTIVE 2812 (EMB2812);SYNTHETIC LETHALITY WITH DPB11-1 5 (SLD5),NA,"Similar to the SLD5 component of GINS complex, which in other organism was shown to be involved in the initiation of DNA replication.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49210,1110,NA,0,3,22,2,2,10,0.228013,0.242301,74.841422,9.60E-05,9.60E-05,73,0.00017,0,0,0,0.011279,,,NA,stress response NST1-like protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49400,916,NA,0,16,25,4,4,11,0.216346,0.229188,987.327204,2.30E-05,2.30E-05,73,0.00034,0,0,0,0.005837,,,NA,zinc knuckle (CCHC-type) family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49450,1544,NA,0,24,233,1,1,11,0.182338,0.189253,0,2.00E-06,2.00E-06,6,0.000148,0,0,0,0.000855,BASIC LEUCINE-ZIPPER 1 (bZIP1),BASIC LEUCINE-ZIPPER 1 (bZIP1);BASIC LEUCINE-ZIPPER 1 (AtbZIP1),BZIP01,"Encodes a transcription activator is a positive regulator of plant tolerance to salt, osmotic and drought stresses.",basic region leucine zipper (bZIP) Transcription Factor,NA,NA,transcription factor,transcription factor,transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49540,1002,NA,0,32,336,5,5,10,0.228667,0.259594,2662.565888,0.046401,0.046401,3,0.000348,0,0.1,1,0.115615,,,NA,Rab5-interacting family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49690,1216,NA,0,3,427,1,1,10,0.221533,0.232452,0,7.50E-05,7.50E-05,73,0.00011,0,0,0,0.005795,UDP-GLYCOSYLTRANSFERASE 91C1 (UGT91C1),UDP-GLYCOSYLTRANSFERASE 91C1 (UGT91C1),NA,UDP-Glycosyltransferase superfamily protein;(source:Araport11),NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49820,1715,NA,0,11,287,2,2,10,0.190162,0.20323,58.146491,0.001968,0.001968,3,0.000186,0,0,0,0.007743,ROOT UV-B SENSITIVE 6 (RUS6),ROOT UV-B SENSITIVE 6 (RUS6);EMBRYO DEFECTIVE 1879 (emb1879),NA,"root UVB sensitive protein (Protein of unknown function, DUF647);(source:Araport11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G49990,2537,NA,0,305,619,1,1,1,1,1,0,0,0,138,0.00038,119,0,0,0.000493,,,NULL,Xanthine/uracil permease family protein;(source:Araport11),Organic Solute Cotransporters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50010,2408,NA,0,161,381,1,1,11,0.189981,0.197865,0,8.30E-05,8.30E-05,28,0.000134,0,0,0,0.001356, (SACL2), (SACL2),NA,transcription factor bHLH145;(source:Araport11),NA,NA,NA,transcription factor,transcription factor,transcription factor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50020,1566,NA,0,32,210,2,2,10,0.217902,0.24321,2650.345506,0.017301,0.017301,59,0.000218,0,0,0,0.043993,,,NA,DHHC-type zinc finger family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50100,192,NA,0,9,40,2,2,10,0.235973,0.251454,2170.880524,0.001813,0.001813,62,0.000169,0,0,0,0.011872,DXXCXXC MOTIF 1 (DCC1),DXXCXXC MOTIF 1 (DCC1),NA,"Encodes a putative thioredoxin DCC1 involved in determining shoot regeneration capacity. It interacts directly with CARBONIC ANHYDRASE 2 (CA2), an essential subunit of respiratory chain NADH dehydrogenase complex (Complex I) and regulates Complex I activity via redox modification of CA2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50130,16,NA,0,7,11,1,1,1,1,1,0,0,0,0,0.00038,1,0,0,0.000493,,,NA,NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50180,753,NA,0,10,330,4,4,10,0.241888,0.257844,6596.774023,0.000542,0.000542,44,0.000351,0,0.166667,1,0.016615,,,RAF34,Protein kinase superfamily protein;(source:Araport11),MAP Kinase Kinase Kinase (MAPKKK) Family,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50335,1191,NA,0,175,416,2,2,10,0.226954,0.240008,249.649818,0.000177,0.000177,28,0.000193,0,0,0,0.008568,,,NA,hypothetical protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50350,280,NA,0,69,149,1,1,10,0.237778,0.253182,0,8.60E-05,8.60E-05,44,0.000127,0,0,0,0.013224,,,NA,hypothetical protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50370,2275,NA,0,280,593,1,1,11,0.18354,0.190044,0,4.20E-05,4.20E-05,19,0.000164,0,0,0,0.000928,,,NA,Adenylate kinase family protein;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50450,2038,NA,0,68,259,1,1,10,0.196615,0.206757,0,6.00E-06,6.00E-06,47,0.000147,0,0,0,0.003562,,,NA,HCP-like superfamily protein with MYND-type zinc finger;(source:Araport11),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50580,1521,NA,0,9,496,3,3,10,0.2295,0.246273,1349.66398,6.60E-05,6.60E-05,28,0.000277,0,0,0,0.015061,SUMO-ACTIVATING ENZYME 1B (SAE1B), (AT-SAE1-2);SUMO-ACTIVATING ENZYME 1B (SAE1B),NA,Encodes one of the two subunits of the SUMO activation enzyme required during sumolation.  Sumolation is a post-translational protein modification process similar to ubiquitination during which a polypeptide (SUMO) is covalently attached to a target protein.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50590,2619,NA,0,29,49,1,1,10,0.190026,0.202666,0,0.001818,0.001818,3,0.000119,0,0,0,0.006737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G50600,1328,NA,0,27,47,1,1,10,0.205179,0.216828,0,1.10E-05,1.10E-05,44,0.000126,0,0,0,0.004632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
